No.;Time;Source;Destination;Protocol;Length;Info
7950;155.235782;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7951;155.235782;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7952;155.237715;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7953;155.239128;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7954;155.240552;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7955;155.241117;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7956;155.241117;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7957;155.241117;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7958;155.242786;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7959;155.243074;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7960;155.243133;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
7961;155.263279;192.168.43.84;140.213.63.45;QUIC;76;Protected Payload (KP0), DCID=adef525e7eb1bdf4
7962;155.263773;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7963;155.267123;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7964;155.267281;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7965;155.267281;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7966;155.282141;192.168.43.84;140.213.63.45;QUIC;76;Protected Payload (KP0), DCID=adef525e7eb1bdf4
7967;155.283356;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7968;155.284706;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7969;155.284706;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7970;155.284706;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7971;155.284706;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7972;155.284706;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7973;155.284706;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7974;155.284706;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7975;155.28719;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7976;155.290599;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7977;155.291012;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
7978;155.291323;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7979;155.291323;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7980;155.291323;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7981;155.291323;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7982;155.293321;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7983;155.293874;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7984;155.293874;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7985;155.295485;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7986;155.296585;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7987;155.296585;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7988;155.296585;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7989;155.296585;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7990;155.296585;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7991;155.297132;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
7992;155.298878;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7993;155.299042;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7994;155.300863;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7995;155.30129;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7996;155.30129;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7997;155.315512;192.168.43.84;140.213.63.45;QUIC;76;Protected Payload (KP0), DCID=adef525e7eb1bdf4
7998;155.317741;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
7999;155.317963;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8000;155.317963;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8001;155.317963;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8002;155.318085;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8003;155.318211;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8004;155.318211;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8005;155.318313;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8006;155.318401;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8007;155.318401;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8008;155.318512;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8009;155.318512;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8010;155.318741;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
8011;155.318819;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8012;155.318921;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8013;155.318921;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8014;155.319024;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8015;155.319097;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8016;155.319097;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8017;155.319097;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8018;155.320114;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8019;155.320583;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
8020;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8021;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8022;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8023;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8024;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8025;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8026;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8027;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8028;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8029;155.32126;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8030;155.321573;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8031;155.321573;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8032;155.321573;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8033;155.321798;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8034;155.322272;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
8035;155.342031;192.168.43.84;140.213.63.45;QUIC;81;Protected Payload (KP0), DCID=adef525e7eb1bdf4
8036;155.348508;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8037;155.348726;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8038;155.348726;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8039;155.348726;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8040;155.348933;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8041;155.349041;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8042;155.349242;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8043;155.349242;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8044;155.349242;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8045;155.349242;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8046;155.349496;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8047;155.349496;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8048;155.349934;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
8049;155.350828;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8050;155.350828;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8051;155.350828;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8052;155.350828;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8053;155.350828;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8054;155.350828;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8055;155.350828;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8056;155.350828;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8057;155.350828;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8058;155.35179;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
8059;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8060;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8061;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8062;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8063;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8064;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8065;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8066;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8067;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8068;155.352495;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8069;155.353313;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8070;155.353494;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
8071;155.35393;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8072;155.35393;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8073;155.35393;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8074;155.355002;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8075;155.356927;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8076;155.357083;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8077;155.359273;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8078;155.359804;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8079;155.359804;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8080;155.360338;192.168.43.84;140.213.63.45;QUIC;75;Protected Payload (KP0), DCID=adef525e7eb1bdf4
8081;155.364208;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8082;155.364655;140.213.63.45;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8083;155.364655;140.213.63.45;192.168.43.84;QUIC;864;Protected Payload (KP0)
8084;155.379473;192.168.43.84;140.213.63.45;QUIC;76;Protected Payload (KP0), DCID=adef525e7eb1bdf4
8085;155.451068;140.213.63.45;192.168.43.84;QUIC;68;Protected Payload (KP0)
8086;155.68411;192.168.43.84;192.168.43.1;DNS;71;Standard query 0xd772 A arc.msn.com
8087;155.746729;192.168.43.1;192.168.43.84;DNS;182;Standard query response 0xd772 A arc.msn.com CNAME arc.trafficmanager.net CNAME iris-de-ppe-azsc-eas.eastasia.cloudapp.azure.com A 52.139.154.55
8088;155.750623;192.168.43.84;52.139.154.55;TCP;66;52981  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1
8089;155.870878;52.139.154.55;192.168.43.84;TCP;66;443  >  52981 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 WS=256 SACK_PERM=1
8090;155.871075;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
8091;155.880279;192.168.43.84;52.139.154.55;TLSv1.2;250;Client Hello
8092;156.006471;52.139.154.55;192.168.43.84;TCP;1434;443  >  52981 [ACK] Seq=1 Ack=197 Win=261888 Len=1380 [TCP segment of a reassembled PDU]
8093;156.006651;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [ACK] Seq=197 Ack=1381 Win=262144 Len=0
8094;156.006895;52.139.154.55;192.168.43.84;TCP;1434;443  >  52981 [ACK] Seq=1381 Ack=197 Win=261888 Len=1380 [TCP segment of a reassembled PDU]
8095;156.00698;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [ACK] Seq=197 Ack=2761 Win=262144 Len=0
8096;156.00712;52.139.154.55;192.168.43.84;TCP;1434;443  >  52981 [ACK] Seq=2761 Ack=197 Win=261888 Len=1380 [TCP segment of a reassembled PDU]
8097;156.00712;52.139.154.55;192.168.43.84;TCP;1434;443  >  52981 [ACK] Seq=4141 Ack=197 Win=261888 Len=1380 [TCP segment of a reassembled PDU]
8098;156.00712;52.139.154.55;192.168.43.84;TLSv1.2;764;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done
8099;156.007192;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [ACK] Seq=197 Ack=6231 Win=262144 Len=0
8100;156.085409;192.168.43.84;52.139.154.55;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
8101;156.210468;52.139.154.55;192.168.43.84;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message
8102;156.210582;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [ACK] Seq=355 Ack=6282 Win=261888 Len=0
8103;156.210724;52.139.154.55;192.168.43.84;TLSv1.2;123;Application Data
8104;156.21077;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [ACK] Seq=355 Ack=6351 Win=261888 Len=0
8105;156.215225;192.168.43.84;52.139.154.55;TLSv1.2;141;Application Data
8106;156.215411;192.168.43.84;52.139.154.55;TLSv1.2;92;Application Data
8107;156.224617;192.168.43.84;52.139.154.55;TLSv1.2;195;Application Data
8108;156.225355;192.168.43.84;52.139.154.55;TCP;1434;52981  >  443 [ACK] Seq=621 Ack=6351 Win=261888 Len=1380 [TCP segment of a reassembled PDU]
8109;156.225355;192.168.43.84;52.139.154.55;TLSv1.2;430;Application Data
8110;156.225862;192.168.43.84;52.139.154.55;TLSv1.2;92;Application Data
8111;156.331113;52.139.154.55;192.168.43.84;TCP;54;443  >  52981 [ACK] Seq=6351 Ack=442 Win=261632 Len=0
8112;156.331308;52.139.154.55;192.168.43.84;TCP;54;443  >  52981 [ACK] Seq=6351 Ack=480 Win=261632 Len=0
8113;156.331308;52.139.154.55;192.168.43.84;TLSv1.2;92;Application Data
8114;156.331395;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [ACK] Seq=2415 Ack=6389 Win=261888 Len=0
8115;156.362135;52.139.154.55;192.168.43.84;TCP;54;443  >  52981 [ACK] Seq=6389 Ack=2415 Win=262144 Len=0
8116;156.362392;52.139.154.55;192.168.43.84;TLSv1.2;109;Application Data
8117;156.362468;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [ACK] Seq=2415 Ack=6444 Win=261888 Len=0
8118;156.370878;52.139.154.55;192.168.43.84;TLSv1.2;330;Application Data
8119;156.370983;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [ACK] Seq=2415 Ack=6720 Win=261632 Len=0
8120;156.420552;192.168.43.84;192.168.43.1;DNS;86;Standard query 0xe27b A ris.api.iris.microsoft.com
8121;156.477341;192.168.43.1;192.168.43.84;DNS;205;Standard query response 0xe27b A ris.api.iris.microsoft.com CNAME ris-prod.trafficmanager.net CNAME asf-ris-prod-easia-azsc.eastasia.cloudapp.azure.com A 23.100.93.154
8122;156.479305;192.168.43.84;23.100.93.154;TCP;66;52982  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1
8123;156.633829;23.100.93.154;192.168.43.84;TCP;66;443  >  52982 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1380 WS=256 SACK_PERM=1
8124;156.634008;192.168.43.84;23.100.93.154;TCP;54;52982  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0
8125;156.635107;192.168.43.84;23.100.93.154;TLSv1.2;265;Client Hello
8126;156.777287;23.100.93.154;192.168.43.84;TCP;1434;443  >  52982 [ACK] Seq=1 Ack=212 Win=262144 Len=1380 [TCP segment of a reassembled PDU]
8127;156.777435;192.168.43.84;23.100.93.154;TCP;54;52982  >  443 [ACK] Seq=212 Ack=1381 Win=262144 Len=0
8128;156.778956;23.100.93.154;192.168.43.84;TCP;1434;443  >  52982 [ACK] Seq=1381 Ack=212 Win=262144 Len=1380 [TCP segment of a reassembled PDU]
8129;156.778956;23.100.93.154;192.168.43.84;TCP;1434;443  >  52982 [ACK] Seq=2761 Ack=212 Win=262144 Len=1380 [TCP segment of a reassembled PDU]
8130;156.778956;23.100.93.154;192.168.43.84;TCP;1434;443  >  52982 [ACK] Seq=4141 Ack=212 Win=262144 Len=1380 [TCP segment of a reassembled PDU]
8131;156.778956;23.100.93.154;192.168.43.84;TLSv1.2;189;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done
8132;156.779125;192.168.43.84;23.100.93.154;TCP;54;52982  >  443 [ACK] Seq=212 Ack=5656 Win=262144 Len=0
8133;156.794684;192.168.43.84;23.100.93.154;TLSv1.2;147;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
8134;156.795546;192.168.43.84;23.100.93.154;TLSv1.2;141;Application Data
8135;156.796026;192.168.43.84;23.100.93.154;TLSv1.2;593;Application Data
8136;156.953148;23.100.93.154;192.168.43.84;TCP;54;443  >  52982 [ACK] Seq=5656 Ack=392 Win=261888 Len=0
8137;156.953343;23.100.93.154;192.168.43.84;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message
8138;156.953343;23.100.93.154;192.168.43.84;TLSv1.2;123;Application Data
8139;156.95345;192.168.43.84;23.100.93.154;TCP;54;52982  >  443 [ACK] Seq=931 Ack=5776 Win=261888 Len=0
8140;156.954684;192.168.43.84;23.100.93.154;TLSv1.2;92;Application Data
8141;156.970013;23.100.93.154;192.168.43.84;TLSv1.2;92;Application Data
8142;156.970157;192.168.43.84;23.100.93.154;TCP;54;52982  >  443 [ACK] Seq=969 Ack=5814 Win=261888 Len=0
8143;157.014559;23.100.93.154;192.168.43.84;TLSv1.2;183;Application Data
8144;157.014664;192.168.43.84;23.100.93.154;TCP;54;52982  >  443 [ACK] Seq=969 Ack=5943 Win=261632 Len=0
8145;157.017525;192.168.43.84;23.100.93.154;TLSv1.2;543;Application Data
8146;157.154101;23.100.93.154;192.168.43.84;TCP;54;443  >  52982 [ACK] Seq=5943 Ack=1458 Win=260864 Len=0
8147;157.187063;23.100.93.154;192.168.43.84;TLSv1.2;134;Application Data
8148;157.187163;192.168.43.84;23.100.93.154;TCP;54;52982  >  443 [ACK] Seq=1458 Ack=6023 Win=261632 Len=0
8149;157.305525;192.168.43.84;172.253.118.190;UDP;1153;63782  >  443 Len=1111
8150;157.388461;172.253.118.190;192.168.43.84;UDP;74;443  >  63782 Len=32
8151;157.39368;172.253.118.190;192.168.43.84;UDP;155;443  >  63782 Len=113
8152;157.393817;172.253.118.190;192.168.43.84;UDP;184;443  >  63782 Len=142
8153;157.394299;192.168.43.84;172.253.118.190;UDP;81;63782  >  443 Len=39
8154;157.408916;192.168.43.84;172.253.118.190;UDP;75;63782  >  443 Len=33
8155;157.470434;172.253.118.190;192.168.43.84;UDP;68;443  >  63782 Len=26
8156;157.483368;192.168.43.84;23.100.93.154;TCP;54;52982  >  443 [RST, ACK] Seq=1458 Ack=6023 Win=0 Len=0
8157;157.483897;192.168.43.84;52.139.154.55;TCP;54;52981  >  443 [RST, ACK] Seq=2415 Ack=6720 Win=0 Len=0
8158;157.608375;192.168.43.84;74.125.68.188;TCP;55;[TCP Keep-Alive] 52921  >  5228 [ACK] Seq=1 Ack=1 Win=258 Len=1
8159;157.707754;74.125.68.188;192.168.43.84;TCP;66;[TCP Keep-Alive ACK] 5228  >  52921 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2
8160;159.783421;117.18.232.200;192.168.43.84;TLSv1.2;118;[TCP Previous segment not captured] , Application Data
8161;159.783483;192.168.43.84;117.18.232.200;TCP;54;[TCP ACKed unseen segment] 52972  >  443 [ACK] Seq=1 Ack=66 Win=1019 Len=0
8162;159.7847;117.18.232.200;192.168.43.84;TLSv1.2;85;Encrypted Alert
8163;159.7847;117.18.232.200;192.168.43.84;TCP;54;443  >  52972 [FIN, ACK] Seq=97 Ack=1 Win=133 Len=0
8164;159.7847;117.18.232.200;192.168.43.84;TCP;54;[TCP Out-Of-Order] 443  >  52972 [FIN, ACK] Seq=97 Ack=1 Win=133 Len=0
8165;159.784764;192.168.43.84;117.18.232.200;TCP;54;52972  >  443 [ACK] Seq=1 Ack=98 Win=1019 Len=0
8166;160.052213;XiaomiCo_ea:ad:01;AzureWav_eb:4d:4d;ARP;42;Who has 192.168.43.84? Tell 192.168.43.1
8167;160.052243;AzureWav_eb:4d:4d;XiaomiCo_ea:ad:01;ARP;42;192.168.43.84 is at 40:9f:38:eb:4d:4d
8168;163.236057;192.168.43.84;172.253.118.190;UDP;713;63782  >  443 Len=671
8169;163.331283;172.253.118.190;192.168.43.84;UDP;74;443  >  63782 Len=32
8170;163.331592;172.253.118.190;192.168.43.84;UDP;126;443  >  63782 Len=84
8171;163.331817;172.253.118.190;192.168.43.84;UDP;68;443  >  63782 Len=26
8172;163.332129;192.168.43.84;172.253.118.190;UDP;81;63782  >  443 Len=39
8173;163.347104;192.168.43.84;172.253.118.190;UDP;75;63782  >  443 Len=33
8174;163.410106;172.253.118.190;192.168.43.84;UDP;68;443  >  63782 Len=26
8175;163.551283;192.168.43.84;112.215.207.44;QUIC;1292;Initial, DCID=8513700178927a30, PKN: 1, PADDING, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO
8176;163.552167;192.168.43.84;112.215.207.44;QUIC;122;0-RTT, DCID=8513700178927a30
8177;163.552852;192.168.43.84;112.215.207.44;QUIC;1288;0-RTT, DCID=8513700178927a30
8178;163.552988;192.168.43.84;112.215.207.44;QUIC;286;0-RTT, DCID=8513700178927a30
8179;163.637138;112.215.207.44;192.168.43.84;QUIC;1292;Handshake, SCID=8513700178927a30
8180;163.638842;112.215.207.44;192.168.43.84;QUIC;1292;Handshake, SCID=8513700178927a30
8181;163.638842;112.215.207.44;192.168.43.84;QUIC;1292;Handshake, SCID=8513700178927a30
8182;163.638842;112.215.207.44;192.168.43.84;QUIC;1292;Handshake, SCID=8513700178927a30
8183;163.638842;112.215.207.44;192.168.43.84;QUIC;434;Protected Payload (KP0)
8184;163.639448;192.168.43.84;112.215.207.44;QUIC;1292;Handshake, DCID=8513700178927a30
8185;163.640177;192.168.43.84;112.215.207.44;QUIC;83;Handshake, DCID=8513700178927a30
8186;163.641765;192.168.43.84;112.215.207.44;QUIC;131;Handshake, DCID=8513700178927a30
8187;163.641987;192.168.43.84;112.215.207.44;QUIC;1292;Protected Payload (KP0), DCID=8513700178927a30
8188;163.642152;192.168.43.84;112.215.207.44;QUIC;315;Protected Payload (KP0), DCID=8513700178927a30
8189;163.722453;112.215.207.44;192.168.43.84;QUIC;572;Protected Payload (KP0)
8190;163.722572;112.215.207.44;192.168.43.84;QUIC;130;Protected Payload (KP0)
8191;163.722572;112.215.207.44;192.168.43.84;QUIC;67;Protected Payload (KP0)
8192;163.722896;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
8193;163.723727;112.215.207.44;192.168.43.84;QUIC;67;Protected Payload (KP0)
8194;163.724283;112.215.207.44;192.168.43.84;QUIC;698;Protected Payload (KP0)
8195;163.724283;112.215.207.44;192.168.43.84;QUIC;1288;Protected Payload (KP0)
8196;163.724645;192.168.43.84;112.215.207.44;QUIC;77;Protected Payload (KP0), DCID=8513700178927a30
8197;163.726354;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8198;163.726606;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
8199;163.726658;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8200;163.740579;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8201;163.74091;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
8202;163.741317;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8203;163.741317;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8204;163.741317;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8205;163.741317;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8206;163.741613;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
8207;163.741766;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
8208;163.743041;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8209;163.743527;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8210;163.743527;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8211;163.743811;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
8212;163.745912;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8213;163.746118;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
8214;163.747946;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8215;163.748839;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8216;163.749052;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
8217;163.751794;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8218;163.752053;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8219;163.752277;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
8220;163.754695;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8221;163.756095;112.215.207.44;192.168.43.84;QUIC;1292;Protected Payload (KP0)
8222;163.756406;192.168.43.84;112.215.207.44;QUIC;75;Protected Payload (KP0), DCID=8513700178927a30
